销售日期,分类编码,分类名称,净销量,趋势,季节,残差
2022-09-16,1011010504,辣椒类,107.825,107.265,-7.825,8.384
2022-09-17,1011010504,辣椒类,168.436,107.661,52.834,7.941
2022-09-18,1011010504,辣椒类,177.806,107.299,65.38,5.126
2022-09-19,1011010504,辣椒类,45.683,106.516,-23.378,-37.455
2022-09-20,1011010504,辣椒类,67.862,105.156,-32.861,-4.433
2022-09-21,1011010504,辣椒类,86.458,103.312,-25.562,8.708
2022-09-22,1011010504,辣椒类,73.801,101.697,-26.905,-0.991
2022-09-23,1011010504,辣椒类,88.776,100.528,-2.272,-9.481
2022-09-24,1011010504,辣椒类,193.743,99.886,53.364,40.493
2022-09-25,1011010504,辣椒类,132.468,99.781,61.94,-29.253
2022-09-26,1011010504,辣椒类,59.178,100.132,-37.005,-3.948
2022-09-27,1011010504,辣椒类,63.594,101.086,-33.264,-4.228
2022-09-28,1011010504,辣椒类,77.96,103.506,-23.184,-2.362
2022-09-29,1011010504,辣椒类,84.368,108.288,-22.484,-1.435
2022-09-30,1011010504,辣椒类,107.477,114.762,3.782,-11.067
2022-10-01,1011010504,辣椒类,169.374,121.677,53.172,-5.475
2022-10-02,1011010504,辣椒类,178.918,128.3,51.836,-1.218
2022-10-03,1011010504,辣椒类,118.323,134.722,-28.117,11.717
2022-10-04,1011010504,辣椒类,115.099,140.609,-32.784,7.275
2022-10-05,1011010504,辣椒类,162.721,144.464,-26.995,45.251
2022-10-06,1011010504,辣椒类,208.677,147.053,-27.57,89.194
2022-10-07,1011010504,辣椒类,170.39,149.648,17.247,3.496
2022-10-08,1011010504,辣椒类,114.629,151.835,53.394,-90.601
2022-10-09,1011010504,辣椒类,110.966,153.004,42.997,-85.035
2022-10-10,1011010504,辣椒类,134.737,153.301,-24.175,5.611
2022-10-11,1011010504,辣椒类,119.426,152.582,-28.347,-4.809
2022-10-12,1011010504,辣椒类,125.317,151.18,-29.086,3.222
2022-10-13,1011010504,辣椒类,84.845,149.294,-26.606,-37.843
2022-10-14,1011010504,辣椒类,49.262,146.651,11.082,-108.471
2022-10-15,1011010504,辣椒类,205.45,143.855,55.312,6.283
2022-10-16,1011010504,辣椒类,178.909,141.222,38.194,-0.506
2022-10-17,1011010504,辣椒类,111.662,138.451,-25.491,-1.298
2022-10-18,1011010504,辣椒类,155.233,135.166,-22.816,42.883
2022-10-19,1011010504,辣椒类,96.132,133.161,-28.227,-8.802
2022-10-20,1011010504,辣椒类,105.947,135.102,-28.275,-0.88
2022-10-21,1011010504,辣椒类,400.974,136.834,9.804,254.335
2022-10-22,1011010504,辣椒类,155.908,137.278,53.847,-35.217
2022-10-23,1011010504,辣椒类,138.434,137.722,34.292,-33.58
2022-10-24,1011010504,辣椒类,73.345,138.814,-17.382,-48.087
2022-10-25,1011010504,辣椒类,125.16,140.722,-20.238,4.675
2022-10-26,1011010504,辣椒类,117.386,141.861,-30.365,5.89
2022-10-27,1011010504,辣椒类,114.668,137.615,-25.665,2.718
2022-10-28,1011010504,辣椒类,136.101,133.053,4.272,-1.224
2022-10-29,1011010504,辣椒类,168.485,128.94,52.24,-12.695
2022-10-30,1011010504,辣椒类,203.145,125.006,35.372,42.767
2022-10-31,1011010504,辣椒类,83.714,121.624,-14.977,-22.934
2022-11-01,1011010504,辣椒类,101.963,118.826,-20.912,4.05
2022-11-02,1011010504,辣椒类,0.0,116.46,-30.903,-85.557
2022-11-03,1011010504,辣椒类,129.249,114.632,-25.953,40.57
2022-11-04,1011010504,辣椒类,0.0,113.406,6.584,-119.99
2022-11-05,1011010504,辣椒类,158.362,112.052,55.452,-9.143
2022-11-06,1011010504,辣椒类,135.245,110.72,25.716,-1.192
2022-11-07,1011010504,辣椒类,108.169,110.665,-8.627,6.131
2022-11-08,1011010504,辣椒类,77.122,113.381,-30.25,-6.009
2022-11-09,1011010504,辣椒类,75.307,116.881,-32.472,-9.102
2022-11-10,1011010504,辣椒类,88.303,120.187,-28.154,-3.73
2022-11-11,1011010504,辣椒类,130.229,123.264,-0.33,7.295
2022-11-12,1011010504,辣椒类,204.119,126.206,73.134,4.779
2022-11-13,1011010504,辣椒类,188.274,129.192,56.289,2.793
2022-11-14,1011010504,辣椒类,104.647,131.906,-28.749,1.49
2022-11-15,1011010504,辣椒类,93.884,133.695,-40.198,0.387
2022-11-16,1011010504,辣椒类,105.807,133.696,-33.052,5.163
2022-11-17,1011010504,辣椒类,104.356,131.106,-26.866,0.117
2022-11-18,1011010504,辣椒类,212.654,128.914,-7.16,90.899
2022-11-19,1011010504,辣椒类,436.061,127.251,105.882,202.928
2022-11-20,1011010504,辣椒类,200.496,125.355,10.787,64.354
2022-11-21,1011010504,辣椒类,352.422,123.083,-10.404,239.743
2022-11-22,1011010504,辣椒类,82.219,120.534,-33.544,-4.771
2022-11-23,1011010504,辣椒类,98.441,118.188,-25.121,5.374
2022-11-24,1011010504,辣椒类,105.612,116.17,-12.526,1.968
2022-11-25,1011010504,辣椒类,103.304,117.095,-7.548,-6.242
2022-11-26,1011010504,辣椒类,89.276,116.895,68.238,-95.858
2022-11-27,1011010504,辣椒类,17.031,116.441,-11.692,-87.718
2022-11-28,1011010504,辣椒类,13.451,107.481,-1.041,-92.989
2022-11-29,1011010504,辣椒类,6.066,107.811,-21.006,-80.739
2022-11-30,1011010504,辣椒类,0.0,106.482,-19.273,-87.208
2022-12-01,1011010504,辣椒类,0.0,103.35,6.139,-109.489
2022-12-02,1011010504,辣椒类,0.0,103.035,-8.161,-94.874
2022-12-03,1011010504,辣椒类,0.0,101.396,68.566,-169.962
2022-12-04,1011010504,辣椒类,53.404,102.378,-46.957,-2.017
2022-12-05,1011010504,辣椒类,118.657,102.945,14.94,0.772
2022-12-06,1011010504,辣椒类,97.963,103.28,-11.455,6.137
2022-12-07,1011010504,辣椒类,82.55,103.298,-16.174,-4.574
2022-12-08,1011010504,辣椒类,131.273,103.341,-9.67,37.601
2022-12-09,1011010504,辣椒类,99.447,103.769,-7.765,3.444
2022-12-10,1011010504,辣椒类,161.982,104.34,60.49,-2.848
2022-12-11,1011010504,辣椒类,171.695,105.029,-14.708,81.374
2022-12-12,1011010504,辣椒类,96.585,106.017,3.738,-13.17
2022-12-13,1011010504,辣椒类,103.872,106.755,-5.164,2.281
2022-12-14,1011010504,辣椒类,96.198,106.917,-15.58,4.861
2022-12-15,1011010504,辣椒类,151.972,106.84,-25.692,70.824
2022-12-16,1011010504,辣椒类,147.869,106.673,-7.923,49.119
2022-12-17,1011010504,辣椒类,153.757,106.076,37.958,9.723
2022-12-18,1011010504,辣椒类,123.469,105.347,17.174,0.948
2022-12-19,1011010504,辣椒类,98.731,104.25,-3.054,-2.465
2022-12-20,1011010504,辣椒类,88.82,102.846,-4.366,-9.66
2022-12-21,1011010504,辣椒类,137.998,102.488,-13.685,49.194
2022-12-22,1011010504,辣椒类,93.949,103.64,-7.486,-2.205
2022-12-23,1011010504,辣椒类,91.649,105.324,-9.717,-3.958
2022-12-24,1011010504,辣椒类,117.564,107.559,21.414,-11.409
2022-12-25,1011010504,辣椒类,166.418,110.462,14.098,41.858
2022-12-26,1011010504,辣椒类,114.691,114.01,-7.162,7.843
2022-12-27,1011010504,辣椒类,121.716,117.898,-0.613,4.431
2022-12-28,1011010504,辣椒类,99.953,121.544,-7.541,-14.049
2022-12-29,1011010504,辣椒类,129.853,123.437,-3.443,9.859
2022-12-30,1011010504,辣椒类,118.877,123.984,-7.011,1.904
2022-12-31,1011010504,辣椒类,198.248,123.684,7.826,66.738
2023-01-01,1011010504,辣椒类,174.426,122.937,14.4,37.089
2023-01-02,1011010504,辣椒类,154.451,122.178,-10.124,42.397
2023-01-03,1011010504,辣椒类,128.134,121.235,1.609,5.29
2023-01-04,1011010504,辣椒类,123.447,119.759,-1.696,5.384
2023-01-05,1011010504,辣椒类,108.643,118.055,-2.687,-6.726
2023-01-06,1011010504,辣椒类,106.774,117.064,0.282,-10.572
2023-01-07,1011010504,辣椒类,112.31,117.132,-1.735,-3.087
2023-01-08,1011010504,辣椒类,124.983,118.122,9.729,-2.867
2023-01-09,1011010504,辣椒类,91.474,119.967,-15.271,-13.222
2023-01-10,1011010504,辣椒类,119.602,122.782,-4.819,1.639
2023-01-11,1011010504,辣椒类,126.782,126.052,-3.235,3.965
2023-01-12,1011010504,辣椒类,113.15,129.161,19.025,-35.036
2023-01-13,1011010504,辣椒类,137.769,132.123,4.393,1.253
2023-01-14,1011010504,辣椒类,197.217,134.856,-4.33,66.691
2023-01-15,1011010504,辣椒类,154.044,136.975,13.693,3.375
2023-01-16,1011010504,辣椒类,121.081,138.203,-24.824,7.702
2023-01-17,1011010504,辣椒类,117.137,139.215,-13.1,-8.978
2023-01-18,1011010504,辣椒类,218.267,141.739,-13.098,89.626
2023-01-19,1011010504,辣椒类,350.275,144.357,33.586,172.332
2023-01-20,1011010504,辣椒类,604.231,147.358,19.324,437.548
2023-01-21,1011010504,辣椒类,0.0,150.05,-7.52,-142.531
2023-01-22,1011010504,辣椒类,91.232,152.03,11.979,-72.777
2023-01-23,1011010504,辣椒类,124.14,154.545,-28.984,-1.422
2023-01-24,1011010504,辣椒类,181.951,160.083,-20.338,42.206
2023-01-25,1011010504,辣椒类,140.698,165.093,-24.808,0.413
2023-01-26,1011010504,辣椒类,226.705,168.945,52.518,5.243
2023-01-27,1011010504,辣椒类,284.492,171.747,-2.511,115.256
2023-01-28,1011010504,辣椒类,246.343,173.93,32.504,39.909
2023-01-29,1011010504,辣椒类,194.121,175.513,12.415,6.192
2023-01-30,1011010504,辣椒类,153.832,175.609,-30.985,9.208
2023-01-31,1011010504,辣椒类,157.934,171.615,-21.097,7.416
2023-02-01,1011010504,辣椒类,136.909,163.693,-27.901,1.117
2023-02-02,1011010504,辣椒类,142.663,155.704,35.127,-48.169
2023-02-03,1011010504,辣椒类,187.654,148.519,-5.7,44.835
2023-02-04,1011010504,辣椒类,232.871,141.864,23.408,67.599
2023-02-05,1011010504,辣椒类,140.199,134.795,20.185,-14.781
2023-02-06,1011010504,辣椒类,91.363,126.858,-26.924,-8.571
2023-02-07,1011010504,辣椒类,99.937,121.246,-18.629,-2.68
2023-02-08,1011010504,辣椒类,93.975,121.609,-27.262,-0.372
2023-02-09,1011010504,辣椒类,138.13,123.588,16.827,-2.285
2023-02-10,1011010504,辣椒类,125.468,125.532,-0.168,0.104
2023-02-11,1011010504,辣椒类,164.9,127.378,39.578,-2.057
2023-02-12,1011010504,辣椒类,158.806,128.968,25.096,4.742
2023-02-13,1011010504,辣椒类,107.056,130.253,-28.385,5.188
2023-02-14,1011010504,辣椒类,108.672,131.321,-21.785,-0.864
2023-02-15,1011010504,辣椒类,105.647,132.069,-27.925,1.503
2023-02-16,1011010504,辣椒类,105.95,132.086,1.422,-27.557
2023-02-17,1011010504,辣椒类,136.319,131.105,5.388,-0.174
2023-02-18,1011010504,辣椒类,181.095,129.372,46.593,5.13
2023-02-19,1011010504,辣椒类,162.066,127.676,28.93,5.46
2023-02-20,1011010504,辣椒类,61.627,126.223,-29.123,-35.473
2023-02-21,1011010504,辣椒类,101.221,124.769,-23.8,0.252
2023-02-22,1011010504,辣椒类,82.293,123.262,-25.799,-15.169
2023-02-23,1011010504,辣椒类,104.048,121.753,-7.7,-10.006
2023-02-24,1011010504,辣椒类,134.183,120.576,9.21,4.396
2023-02-25,1011010504,辣椒类,170.605,120.42,50.12,0.065
2023-02-26,1011010504,辣椒类,149.738,121.099,28.881,-0.242
2023-02-27,1011010504,辣椒类,88.884,121.898,-29.555,-3.458
2023-02-28,1011010504,辣椒类,96.706,122.379,-24.464,-1.209
2023-03-01,1011010504,辣椒类,105.906,122.587,-24.247,7.566
2023-03-02,1011010504,辣椒类,114.103,122.99,-15.927,7.04
2023-03-03,1011010504,辣椒类,128.818,123.619,14.305,-9.106
2023-03-04,1011010504,辣椒类,142.301,124.285,51.957,-33.941
2023-03-05,1011010504,辣椒类,132.344,124.864,28.947,-21.467
2023-03-06,1011010504,辣椒类,96.609,125.183,-30.86,2.286
2023-03-07,1011010504,辣椒类,100.437,125.469,-24.959,-0.072
2023-03-08,1011010504,辣椒类,105.092,126.168,-21.96,0.883
2023-03-09,1011010504,辣椒类,105.856,126.97,-21.207,0.093
2023-03-10,1011010504,辣椒类,150.26,127.359,16.877,6.025
2023-03-11,1011010504,辣椒类,179.657,127.675,52.306,-0.324
2023-03-12,1011010504,辣椒类,157.361,128.243,30.073,-0.955
2023-03-13,1011010504,辣椒类,93.967,129.15,-28.431,-6.752
2023-03-14,1011010504,辣椒类,104.067,130.307,-25.931,-0.308
2023-03-15,1011010504,辣椒类,105.561,131.772,-21.295,-4.916
2023-03-16,1011010504,辣椒类,102.213,133.615,-27.441,-3.961
2023-03-17,1011010504,辣椒类,158.632,135.777,18.477,4.378
2023-03-18,1011010504,辣椒类,192.58,137.903,51.573,3.104
2023-03-19,1011010504,辣椒类,173.777,139.63,35.714,-1.567
2023-03-20,1011010504,辣椒类,120.4,140.81,-25.589,5.18
2023-03-21,1011010504,辣椒类,118.7,141.395,-27.865,5.17
2023-03-22,1011010504,辣椒类,125.395,141.15,-21.33,5.575
2023-03-23,1011010504,辣椒类,108.067,139.943,-32.587,0.711
2023-03-24,1011010504,辣椒类,153.262,137.878,16.422,-1.038
2023-03-25,1011010504,辣椒类,187.221,135.188,47.276,4.757
2023-03-26,1011010504,辣椒类,179.458,132.277,41.297,5.884
2023-03-27,1011010504,辣椒类,105.211,129.415,-23.139,-1.065
2023-03-28,1011010504,辣椒类,92.394,126.769,-25.306,-9.069
2023-03-29,1011010504,辣椒类,101.237,124.29,-19.188,-3.865
2023-03-30,1011010504,辣椒类,86.212,122.065,-31.146,-4.707
2023-03-31,1011010504,辣椒类,138.204,120.557,9.225,8.422
2023-04-01,1011010504,辣椒类,154.887,119.541,43.818,-8.472
2023-04-02,1011010504,辣椒类,165.351,116.179,43.197,5.975
2023-04-03,1011010504,辣椒类,114.41,112.48,-22.794,24.723
2023-04-04,1011010504,辣椒类,121.552,109.659,-21.594,33.487
2023-04-05,1011010504,辣椒类,139.304,107.171,-17.179,49.312
2023-04-06,1011010504,辣椒类,109.473,104.557,-27.55,32.465
2023-04-07,1011010504,辣椒类,97.645,101.263,1.536,-5.155
2023-04-08,1011010504,辣椒类,137.92,97.595,41.415,-1.09
2023-04-09,1011010504,辣椒类,136.063,97.124,41.931,-2.992
2023-04-10,1011010504,辣椒类,73.788,97.58,-22.438,-1.354
2023-04-11,1011010504,辣椒类,85.563,97.67,-17.839,5.732
2023-04-12,1011010504,辣椒类,84.989,97.502,-15.533,3.02
2023-04-13,1011010504,辣椒类,76.901,97.176,-24.519,4.244
2023-04-14,1011010504,辣椒类,89.822,96.665,-5.048,-1.795
2023-04-15,1011010504,辣椒类,138.985,95.916,46.055,-2.985
2023-04-16,1011010504,辣椒类,133.274,94.902,34.997,3.376
2023-04-17,1011010504,辣椒类,68.456,93.839,-21.879,-3.504
2023-04-18,1011010504,辣椒类,78.486,93.127,-15.13,0.489
2023-04-19,1011010504,辣椒类,76.651,92.975,-13.639,-2.686
2023-04-20,1011010504,辣椒类,70.384,92.664,-23.502,1.222
2023-04-21,1011010504,辣椒类,125.533,92.232,-9.909,43.209
2023-04-22,1011010504,辣椒类,185.589,91.964,53.353,40.272
2023-04-23,1011010504,辣椒类,154.222,92.149,29.702,32.371
2023-04-24,1011010504,辣椒类,75.395,92.608,-20.304,3.092
2023-04-25,1011010504,辣椒类,70.192,92.898,-15.296,-7.41
2023-04-26,1011010504,辣椒类,47.263,93.3,-11.157,-34.88
2023-04-27,1011010504,辣椒类,66.698,94.644,-25.388,-2.558
2023-04-28,1011010504,辣椒类,84.338,96.539,-10.584,-1.617
2023-04-29,1011010504,辣椒类,161.482,98.368,53.268,9.846
2023-04-30,1011010504,辣椒类,117.501,100.194,26.118,-8.811
2023-05-01,1011010504,辣椒类,138.857,101.984,-17.444,54.317
2023-05-02,1011010504,辣椒类,103.643,103.386,-15.029,15.287
2023-05-03,1011010504,辣椒类,95.795,104.16,-9.257,0.892
2023-05-04,1011010504,辣椒类,76.542,104.503,-26.26,-1.702
2023-05-05,1011010504,辣椒类,66.977,104.663,-11.009,-26.677
2023-05-06,1011010504,辣椒类,94.505,104.499,52.252,-62.247
2023-05-07,1011010504,辣椒类,134.833,103.774,23.216,7.843
2023-05-08,1011010504,辣椒类,85.984,102.837,-14.141,-2.712
2023-05-09,1011010504,辣椒类,81.721,101.84,-13.386,-6.732
2023-05-10,1011010504,辣椒类,99.29,100.214,-10.053,9.129
2023-05-11,1011010504,辣椒类,76.412,98.053,-25.412,3.771
2023-05-12,1011010504,辣椒类,88.881,95.946,-9.835,2.77
2023-05-13,1011010504,辣椒类,135.703,93.789,45.563,-3.649
2023-05-14,1011010504,辣椒类,110.866,91.417,27.789,-8.34
2023-05-15,1011010504,辣椒类,78.687,88.807,-11.813,1.693
2023-05-16,1011010504,辣椒类,80.294,86.647,-14.708,8.354
2023-05-17,1011010504,辣椒类,67.717,85.587,-15.311,-2.56
2023-05-18,1011010504,辣椒类,53.892,85.296,-21.743,-9.662
2023-05-19,1011010504,辣椒类,71.713,85.205,-7.759,-5.733
2023-05-20,1011010504,辣椒类,92.262,85.298,41.208,-34.245
2023-05-21,1011010504,辣椒类,117.485,85.678,32.482,-0.675
2023-05-22,1011010504,辣椒类,90.848,86.493,-12.328,16.683
2023-05-23,1011010504,辣椒类,69.361,87.793,-15.609,-2.823
2023-05-24,1011010504,辣椒类,62.956,88.841,-19.863,-6.023
2023-05-25,1011010504,辣椒类,76.118,88.894,-18.666,5.89
2023-05-26,1011010504,辣椒类,90.26,88.135,-8.808,10.933
2023-05-27,1011010504,辣椒类,127.658,87.238,41.418,-0.998
2023-05-28,1011010504,辣椒类,131.518,86.386,35.028,10.104
2023-05-29,1011010504,辣椒类,61.995,85.577,-14.211,-9.372
2023-05-30,1011010504,辣椒类,59.897,84.711,-14.826,-9.988
2023-05-31,1011010504,辣椒类,61.96,84.055,-22.258,0.163
2023-06-01,1011010504,辣椒类,67.854,84.144,-15.085,-1.205
2023-06-02,1011010504,辣椒类,72.847,84.925,-10.596,-1.482
2023-06-03,1011010504,辣椒类,123.664,85.982,44.808,-7.126
2023-06-04,1011010504,辣椒类,123.698,86.999,34.097,2.602
2023-06-05,1011010504,辣椒类,74.896,87.906,-19.474,6.464
2023-06-06,1011010504,辣椒类,84.745,88.932,-15.951,11.765
2023-06-07,1011010504,辣椒类,66.121,90.075,-19.997,-3.957
2023-06-08,1011010504,辣椒类,78.363,91.24,-8.477,-4.4
2023-06-09,1011010504,辣椒类,74.296,92.253,-12.243,-5.714
2023-06-10,1011010504,辣椒类,146.968,93.115,55.732,-1.879
2023-06-11,1011010504,辣椒类,119.69,94.098,16.435,9.157
2023-06-12,1011010504,辣椒类,67.12,95.334,-20.628,-7.585
2023-06-13,1011010504,辣椒类,84.891,96.672,-18.613,6.832
2023-06-14,1011010504,辣椒类,82.127,97.662,-17.342,1.807
2023-06-15,1011010504,辣椒类,63.624,98.114,-2.462,-32.028
2023-06-16,1011010504,辣椒类,86.159,98.449,-10.253,-2.036
2023-06-17,1011010504,辣椒类,169.193,98.903,67.123,3.167
2023-06-18,1011010504,辣椒类,149.877,99.332,-0.855,51.4
2023-06-19,1011010504,辣椒类,77.049,99.46,-21.614,-0.797
2023-06-20,1011010504,辣椒类,66.666,99.172,-21.247,-11.259
2023-06-21,1011010504,辣椒类,91.365,98.472,-15.595,8.488
2023-06-22,1011010504,辣椒类,114.288,97.594,2.87,13.824
2023-06-23,1011010504,辣椒类,88.349,96.465,-7.591,-0.525
2023-06-24,1011010504,辣椒类,94.187,94.562,79.197,-79.572
2023-06-25,1011010504,辣椒类,69.658,92.679,-18.978,-4.044
2023-06-26,1011010504,辣椒类,72.185,90.773,-22.366,3.778
2023-06-27,1011010504,辣椒类,67.12,88.83,-24.742,3.032
2023-06-28,1011010504,辣椒类,68.534,86.846,-13.837,-4.475
2023-06-29,1011010504,辣椒类,89.113,84.819,8.571,-4.276
2023-06-30,1011010504,辣椒类,82.286,82.761,-4.395,3.921
2020-07-01,1011010801,食用菌,35.365,49.316,-12.026,-1.926
2020-07-02,1011010801,食用菌,48.51,49.166,-3.075,2.418
2020-07-03,1011010801,食用菌,42.442,48.993,-5.927,-0.624
2020-07-04,1011010801,食用菌,47.262,48.789,2.269,-3.796
2020-07-05,1011010801,食用菌,73.213,48.549,22.052,2.611
2020-07-06,1011010801,食用菌,40.578,48.281,-7.244,-0.459
2020-07-07,1011010801,食用菌,52.56,47.998,0.249,4.313
2020-07-08,1011010801,食用菌,43.968,47.714,-7.928,4.181
2020-07-09,1011010801,食用菌,37.837,47.424,-3.036,-6.552
2020-07-10,1011010801,食用菌,41.429,47.198,-6.044,0.275
2020-07-11,1011010801,食用菌,52.238,47.215,4.519,0.504
2020-07-12,1011010801,食用菌,55.96,47.696,19.01,-10.746
2020-07-13,1011010801,食用菌,42.113,48.777,-6.677,0.013
2020-07-14,1011010801,食用菌,44.836,50.481,-3.271,-2.374
2020-07-15,1011010801,食用菌,42.196,52.426,-3.806,-6.424
2020-07-16,1011010801,食用菌,54.111,54.235,-3.131,3.007
2020-07-17,1011010801,食用菌,51.908,56.001,-5.908,1.816
2020-07-18,1011010801,食用菌,72.076,57.574,6.293,8.21
2020-07-19,1011010801,食用菌,80.823,58.738,15.813,6.272
2020-07-20,1011010801,食用菌,52.617,59.504,-6.204,-0.683
2020-07-21,1011010801,食用菌,45.905,59.777,-6.417,-7.455
2020-07-22,1011010801,食用菌,66.91,59.579,-0.166,7.497
2020-07-23,1011010801,食用菌,56.759,59.123,-2.769,0.405
2020-07-24,1011010801,食用菌,49.201,58.533,-5.271,-4.061
2020-07-25,1011010801,食用菌,67.013,57.915,7.154,1.944
2020-07-26,1011010801,食用菌,71.295,57.145,13.563,0.587
2020-07-27,1011010801,食用菌,52.777,56.043,-5.914,2.649
2020-07-28,1011010801,食用菌,47.728,54.701,-9.191,2.219
2020-07-29,1011010801,食用菌,54.315,53.542,2.034,-1.261
2020-07-30,1011010801,食用菌,50.774,52.717,-3.875,1.932
2020-07-31,1011010801,食用菌,45.587,52.273,-1.47,-5.216
2020-08-01,1011010801,食用菌,53.797,52.168,6.482,-4.853
2020-08-02,1011010801,食用菌,54.961,52.435,12.268,-9.742
2020-08-03,1011010801,食用菌,48.575,53.202,-6.44,1.813
2020-08-04,1011010801,食用菌,45.301,54.374,-8.263,-0.811
2020-08-05,1011010801,食用菌,62.84,54.974,0.688,7.178
2020-08-06,1011010801,食用菌,48.611,54.659,-4.705,-1.343
2020-08-07,1011010801,食用菌,68.177,53.701,1.887,12.59
2020-08-08,1011010801,食用菌,92.144,52.35,5.72,34.074
2020-08-09,1011010801,食用菌,73.073,51.038,9.715,12.32
2020-08-10,1011010801,食用菌,36.094,49.86,-6.875,-6.891
2020-08-11,1011010801,食用菌,40.017,48.535,-6.251,-2.267
2020-08-12,1011010801,食用菌,34.195,47.355,-1.404,-11.756
2020-08-13,1011010801,食用菌,35.65,46.871,-3.903,-7.318
2020-08-14,1011010801,食用菌,53.795,47.263,4.286,2.246
2020-08-15,1011010801,食用菌,58.015,48.163,5.343,4.509
2020-08-16,1011010801,食用菌,55.093,49.267,9.964,-4.138
2020-08-17,1011010801,食用菌,47.418,50.094,-8.325,5.649
2020-08-18,1011010801,食用菌,45.716,50.362,-4.489,-0.157
2020-08-19,1011010801,食用菌,50.126,50.191,-4.264,4.199
2020-08-20,1011010801,食用菌,54.411,49.993,-3.443,7.862
2020-08-21,1011010801,食用菌,50.0,49.936,3.63,-3.565
2020-08-22,1011010801,食用菌,49.895,49.97,6.398,-6.473
2020-08-23,1011010801,食用菌,55.226,49.989,12.19,-6.953
2020-08-24,1011010801,食用菌,39.576,50.119,-8.539,-2.003
2020-08-25,1011010801,食用菌,54.488,50.522,-5.077,9.042
2020-08-26,1011010801,食用菌,42.811,51.32,-5.963,-2.546
2020-08-27,1011010801,食用菌,50.458,52.38,-3.424,1.502
2020-08-28,1011010801,食用菌,55.659,53.404,1.648,0.606
2020-08-29,1011010801,食用菌,62.431,54.145,8.281,0.005
2020-08-30,1011010801,食用菌,73.195,54.559,17.196,1.441
2020-08-31,1011010801,食用菌,44.776,54.739,-9.359,-0.604
2020-09-01,1011010801,食用菌,47.282,54.793,-6.876,-0.635
2020-09-02,1011010801,食用菌,51.011,54.58,-8.54,4.971
2020-09-03,1011010801,食用菌,48.163,54.003,-6.115,0.275
2020-09-04,1011010801,食用菌,54.43,53.038,-0.15,1.542
2020-09-05,1011010801,食用菌,62.594,51.817,11.218,-0.441
2020-09-06,1011010801,食用菌,78.472,50.648,23.622,4.202
2020-09-07,1011010801,食用菌,41.804,49.782,-8.226,0.248
2020-09-08,1011010801,食用菌,32.389,49.227,-9.202,-7.635
2020-09-09,1011010801,食用菌,33.45,48.795,-10.132,-5.213
2020-09-10,1011010801,食用菌,35.789,48.488,-8.059,-4.64
2020-09-11,1011010801,食用菌,48.467,48.254,-2.18,2.393
2020-09-12,1011010801,食用菌,73.173,48.102,12.533,12.538
2020-09-13,1011010801,食用菌,74.834,48.103,23.76,2.971
2020-09-14,1011010801,食用菌,31.147,48.166,-3.494,-13.525
2020-09-15,1011010801,食用菌,41.578,48.084,-12.963,6.457
2020-09-16,1011010801,食用菌,35.413,48.221,-10.275,-2.533
2020-09-17,1011010801,食用菌,39.259,49.056,-5.394,-4.403
2020-09-18,1011010801,食用菌,38.541,50.647,-3.228,-8.877
2020-09-19,1011010801,食用菌,60.52,52.581,10.792,-2.854
2020-09-20,1011010801,食用菌,50.42,54.681,21.46,-25.722
2020-09-21,1011010801,食用菌,63.529,56.934,4.827,1.768
2020-09-22,1011010801,食用菌,49.058,59.423,-17.473,7.109
2020-09-23,1011010801,食用菌,56.265,61.721,-10.633,5.177
2020-09-24,1011010801,食用菌,61.661,63.348,3.756,-5.443
2020-09-25,1011010801,食用菌,64.509,64.981,-2.384,1.912
2020-09-26,1011010801,食用菌,94.495,67.971,-7.626,34.15
2020-09-27,1011010801,食用菌,72.522,71.558,20.577,-19.612
2020-09-28,1011010801,食用菌,46.913,75.068,10.47,-38.625
2020-09-29,1011010801,食用菌,45.485,78.812,-26.655,-6.672
2020-09-30,1011010801,食用菌,110.358,82.865,-13.911,41.404
2020-10-01,1011010801,食用菌,103.929,87.722,14.281,1.926
2020-10-02,1011010801,食用菌,89.316,93.058,-7.27,3.528
2020-10-03,1011010801,食用菌,60.052,97.231,18.309,-55.487
2020-10-04,1011010801,食用菌,122.501,100.288,16.771,5.442
2020-10-05,1011010801,食用菌,126.518,102.373,10.889,13.255
2020-10-06,1011010801,食用菌,124.059,102.701,-35.36,56.718
2020-10-07,1011010801,食用菌,80.421,101.091,-17.74,-2.93
2020-10-08,1011010801,食用菌,328.488,99.75,12.387,216.351
2020-10-09,1011010801,食用菌,57.258,98.061,-11.805,-28.998
2020-10-10,1011010801,食用菌,75.63,95.964,25.67,-46.004
2020-10-11,1011010801,食用菌,163.664,93.9,22.836,46.928
2020-10-12,1011010801,食用菌,102.385,92.448,7.604,2.333
2020-10-13,1011010801,食用菌,48.021,91.187,-38.413,-4.753
2020-10-14,1011010801,食用菌,73.831,89.698,-19.685,3.819
2020-10-15,1011010801,食用菌,72.91,88.116,12.712,-27.918
2020-10-16,1011010801,食用菌,69.805,86.424,-14.171,-2.448
2020-10-17,1011010801,食用菌,116.235,84.736,30.483,1.016
2020-10-18,1011010801,食用菌,113.125,83.168,26.557,3.4
2020-10-19,1011010801,食用菌,58.338,81.826,-4.107,-19.382
2020-10-20,1011010801,食用菌,45.419,80.635,-36.119,0.903
2020-10-21,1011010801,食用菌,56.114,79.668,-17.225,-6.33
